0.010418894004764475
0.015628341007150093
-110100-110:0,2 1.492707969030624
00-1010-111:0,1 -9.711811129130993
1-11-1-10011:2,0 -10.0
0110-1001-1:0,0 9.999999999999993
-1100-11-111:1,0 10.0
-1-1011-1101:0,2 10.000000000000002
-10-1011-111:0,1 10.0
101000-1-11:0,1 -7.2362412651167
1000110-1-1:1,0 6.979762801387247
000011-100:0,2 -9.802754299700817
10-1010000:1,0 -9.928197990747357
000010-101:1,2 -9.773184878588562
-11-1010100:2,1 4.749999999999999
-11-1010100:2,2 -9.599044445311902
-11001100-1:0,2 -9.700634404986147
-1110001-10:2,2 -7.410328563215182
00100100-1:1,1 6.099415767683552
0-1110001-1:2,0 4.749999877626168
100010-11-1:0,1 4.75
100010-11-1:0,2 -9.704326629259212
1-100-11001:2,0 -6.414977352260666
1-1110-101-1:1,1 -9.616945965518921
1-100-11001:2,1 10.000000000000007
0011-1010-1:2,1 -2.1996713882314833
110-1-10010:0,2 9.499999999999996
01010000-1:2,0 9.071637601004984
01010000-1:2,1 5.211353250685325
00-11101-10:1,2 -9.92327467151806
011-11-10-11:0,0 -9.999994795870803
1-11-10-1110:2,2 -9.312805232640002
110-1-111-10:0,2 4.999999999999998
-10-1010101:1,2 -8.74809314553325
001101-10-1:1,1 9.499999999999995
001-100100:2,1 -4.584948864793795
001-100100:2,2 -1.750381659367675
-1100011-10:2,2 1.8983992014956872
1-110-11000:1,0 -9.510193366486979
01100-1-110:2,2 -9.557810889910277
-10-1010101:1,0 -8.74091697522723
00100100-1:1,0 6.921462834485309
110-1100-10:0,2 -9.473859442198826
00001-1001:1,0 -9.273048032048575
-1010011-10:0,1 -7.4686127084508875
0-10010010:2,2 4.775548980328132
10110-1-11-1:0,1 4.999999998269262
-1000-11101:0,1 -9.573114621491449
0-10010010:2,0 4.775424133875677
-1000-11101:0,2 -9.23280268931416
00111-10-10:0,1 -5.938077512748548
-1110-1-1011:2,0 4.999999999999998
0-100101-11:0,0 -9.64660818876438
0-100101-11:0,2 -9.539862045052752
00111-10-10:0,0 -5.033657120964641
0011-110-10:0,1 10.000000000000002
0011-110-10:0,0 -5.1701833917343745
1001000-10:2,0 9.09625671477516
1001000-10:2,2 4.224746991634799
0-1010101-1:2,0 -4.670693982824932
011-1011-1-1:0,0 -9.999916044099516
-11100-1-111:1,1 4.999753057734827
0011-100-11:1,2 4.958376253448409
0-10-110110:0,2 -9.665974745345238
-11100-1-111:1,0 9.999999999999996
0-10-110110:0,0 -9.554419065419138
101-100-110:0,1 0.8301461839640488
1000000-11:2,0 -1.713337246992855
-100000011:0,1 -3.727035430884023
0010-11000:2,2 4.664094226783723
0010-11000:2,0 -9.406679810709996
0010-11000:2,1 -9.04743022350958
110-10-1100:1,1 10.0
1-11-11001-1:2,0 5.000000000000001
0-111-1-1101:2,1 10.000000000000002
-1-10-111011:0,2 9.996405022082412
0111-10-100:0,0 4.7587297159844475
1100-110-10:1,0 -9.73431424187744
1000-11000:0,1 4.58576104086186
1000-11000:0,2 4.548356204250972
000-11110-1:2,1 -9.87521028644042
-1101-11-101:0,2 10.0
1-101-11000:0,2 -8.18640109941312
0-11000010:1,2 0.704234227323468
0-11000010:1,1 1.6888605842055482
0-11000010:1,0 0.732070862352809
-1010110-10:2,2 -6.157923218684595
-1010110-10:2,0 -9.20305238648044
100-1110-10:2,0 -0.25642338687739885
100-1110-10:2,2 4.958211594965884
1-11-100100:1,1 9.499999999999998
-1101-1-1011:2,0 4.999999999999999
-11-1000110:2,2 -9.175253009399247
1-11-100100:1,2 -0.2391016233465713
00-1-111010:2,2 -9.309029972025133
-11010-1-111:1,1 4.999999999999946
00-1-111010:2,0 -9.594417603558943
1-1110-10-11:1,1 9.999999999945256
0100-11-101:2,1 0.04986883170397949
-111-1-10101:2,1 -9.999999982534293
-1010001-11:1,2 -9.1890126712249
-1010001-11:1,1 -9.8312694498108
11-11000-10:2,0 9.5
-1010001-11:1,0 -9.94798864620214
11-11000-10:2,2 -4.779930067372379
-1101001-10:1,2 4.740284330778706
0000101-10:2,2 -8.654746818357767
-1101001-10:1,1 4.953322444904851
00010100-1:0,1 -5.200370498983979
00010100-1:0,0 -5.114702397102886
00010100-1:0,2 -2.917972274984187
-110-1101-11:1,2 -9.99999988719832
-100001-111:0,1 3.9720368112646423
-100001-111:0,2 9.499999177089833
0010-10100:1,2 4.531813554540753
-10-1011001:2,0 -7.631624829980118
10-1-110010:0,1 -4.794945108847326
-10-1011001:2,1 -7.643166480016727
-100101-110:0,2 -3.441256694748214
-100101-110:0,1 -3.172737955266637
0111-1-1000:2,0 -3.953837995864606
0010-10100:1,0 4.53322133672841
011001-1-10:1,1 -4.793960340011596
011001-1-10:1,0 -4.457887257603895
10-1-100011:1,2 -3.030837575929042
1100-1001-1:2,0 -8.725801251970926
10-1-100011:1,1 -0.929400218968516
0111-1-1000:2,1 -6.0720794047030715
0111-1-1000:2,2 -3.817704081636202
01-11010-10:0,0 -2.6420864390413823
-100100-111:1,2 4.7499887123398725
-110001000:2,2 4.440779863916748
01-11000-11:1,1 4.866557141398528
01-11000-11:1,2 0.9067739556697647
-100100-111:1,1 5.391805476608623
010-110-101:1,2 -4.617859545052246
-1-1110110-1:1,1 9.999999996380746
-10110-1001:0,1 1.3373878517836226
-110001000:2,1 6.032584311696653
-110001000:2,0 9.038298080812666
0-101010-11:2,0 -5.7802188800000005
010-111-100:0,2 -4.233267862912225
01-1-1110-11:0,0 5.0
010-111-100:0,0 10.0
100-1001-11:1,1 9.500000000000002
100-1001-11:1,2 -4.076131507962723
110-1-10001:1,2 9.999999999999998
1-100101-10:1,0 -8.915408175393045
100-1011-10:0,1 2.8464803101114544
1-11-101000:2,1 -5.138039394183256
100-1011-10:0,2 4.675480306288471
1-11-101000:2,2 4.749999999999999
1-100101-10:1,2 -9.9871577741129
1-11-101000:2,0 -3.246051354800866
101100-1-10:0,1 9.490987544345716
100-100-111:1,1 9.499999999999996
00-1110-110:0,1 -8.016564875087488
00-1110-110:0,0 -8.776913337399893
100-100-111:1,2 -1.6210869026139887
100-1-111-11:0,1 10.0
-1101-101-11:1,2 5.0
010101-1-10:1,1 9.499999999999993
100-1-111-11:0,2 5.0
0-101-11010:0,0 9.499999935183462
0-101-11010:0,2 9.500000000000004
0-111010-10:1,1 9.99999815181426
00101-101-1:1,0 -9.465130560042637
-1-11101-110:2,2 -9.999984807501038
011-1-10100:2,1 -8.559953759260607
011-1-10100:2,2 -9.117734194934574
-11-1001010:2,2 -2.176642423562291
0-1011-1100:0,0 -8.721954113839697
1-100101-10:0,2 -7.6461097904689925
001-10011-1:1,2 -2.454854240668229
0-1011-1100:0,2 -9.852342721336955
-11-1001010:2,0 -4.426897502464417
001-10011-1:1,1 9.500000000000002
-110-1111-10:0,2 4.999999999999999
-1-10100011:2,0 7.869759186765344
00110000-1:1,2 2.508439593605127
00110000-1:1,1 4.083775068502732
01-10-10110:0,0 -9.161697937520513
-110100-110:1,2 -3.4208722950462196
-110100-110:1,1 9.499999995275427
0001-110-11:2,0 -9.515137087665432
0101-10-110:2,2 9.499999999999888
-110100-101:1,1 4.828797407579841
110-10-111-1:1,1 9.99541292090668
-110100-101:1,2 4.749999127804469
1000010-10:1,0 4.444328352004272
01-11011-1-1:0,0 -9.999999995408562
1000010-10:1,1 5.00151662799064
01-11-110-11:0,0 4.999999999999998
1101-110-1-1:0,2 -9.999999975558588
11-10-11000:2,1 5.095505806152092
11-10-11000:2,2 5.06646377971137
000-100011:0,2 -4.238353393487547
11-10-11000:2,0 10.000000000000002
-1011100-10:1,2 -7.107019771392375
000-100011:0,1 -6.3144103402867024
000-100011:0,0 -4.8182345627802485
01-1-1110-11:2,0 -10.000000000000002
10-1-1-11110:0,1 -10.0
0101-10-101:2,1 3.1891390533140167
11-1-1010-11:2,0 -9.907766279631455
01010-11-10:1,1 -0.14635266756466536
0010-1101-1:2,0 5.095267003618717
0110-1-1001:2,1 -8.307250164983015
0000-10101:2,1 4.657410213869562
0110-1-1001:2,0 -7.499006620008186
1-100-10110:1,0 -9.907848734820183
1-100-10110:1,2 -9.39711457164411
1100-100-11:2,0 -9.28462352233335
0110-1-1010:2,2 -6.895099226341407
0110-1-1010:2,0 -4.039657006679374
-1111-101-10:1,2 5.000000000000001
-10-1001011:2,0 9.499999998699561
100101-10-1:1,1 9.499999937561974
101-100-110:1,2 -2.273139604333336
0-101-11001:0,2 9.500000000000002
101-100-110:1,1 -2.0624149449904854
0-101-11001:0,0 -7.039193133445913
1000-10100:0,1 -9.757126260000945
100100-1-11:0,1 -5.825520320139933
100100-1-11:0,2 -2.144794531921355
1-11011-10-1:1,0 4.99999987223391
1010000-10:0,1 0.9869469528055596
-111-11-1001:2,0 10.000000000000004
-111-11-1001:2,1 -9.997189190970035
11000-10-11:2,0 -9.086030549901908
0-10-101011:0,2 -7.864593993991135
0-10-101011:0,0 -5.2147971080660955
10-1-1-11101:0,1 -10.000000000000004
-110001-110:2,2 -0.12267820312770916
-1-10011100:1,0 1.5465390236596037
1-101-1101-1:0,2 -9.99999994955892
10-11-10010:0,1 0.0936509632625595
1-10-11101-1:2,0 4.999999999999357
-10010-1011:2,0 4.749999999995417
000110-100:0,2 -9.87859043239844
1001000-10:0,1 -4.218097590576562
1001000-10:0,2 -0.5722861106552777
0-1001011-1:1,0 -9.43718539496144
11-100100-1:1,0 4.749984512692129
0-1-11011-11:1,1 10.000000000000002
11-100100-1:1,1 6.602826035175281
0-1001011-1:1,2 -8.095332747405639
001-11001-1:1,2 -9.477086327410294
-11-10-11101:2,1 5.000000000000002
-1-1011-1110:2,2 -9.999852864204735
000110-100:0,0 -9.714242837792058
000110-100:0,1 -9.706844326616029
0-11010000:1,2 -9.78553637996707
0-11010000:1,0 -7.920478742903685
001011-10-1:1,0 9.499999998847782
00000-1101:0,1 -8.999590791435677
00000-1101:0,0 -8.865619569505037
-101-11101-1:2,0 10.0
11010-10-10:0,2 -1.5056957530625865
00000-1101:0,2 -9.405881650532399
00-10101-11:1,2 -8.158127394063394
01001-1000:2,1 0.12789738384071245
01001-1000:2,0 -8.381596188620996
00-10101-11:1,0 -7.655855815824097
01001-1000:2,2 -7.9370212642201405
1000-10100:0,2 -9.697492771508946
0-1-11-11101:0,0 10.000000000000004
1010-1-11-11:1,0 10.000000000000002
1001-1100-1:0,2 -8.00655863652304
-10101100-1:0,1 -9.768947203600142
1001-1100-1:0,1 -5.923211001497469
-10111-1-110:2,2 -10.000000000000005
0-1-1101010:0,0 9.999999999999998
-10100011-1:1,2 -3.2662642656508307
-10100011-1:1,1 10.000000000000002
-10100011-1:1,0 -5.852267070929029
011-10-1100:0,0 -0.496406600090775
000001000:0,0 0.36272554205943874
000001000:0,1 0.46323126501651507
011-11-1000:2,2 -9.774820018631477
0-1110010-1:1,1 0.9038111596013645
000001000:0,2 4.327184760043564
011-11-1000:2,1 -7.920546361140655
011-11-1000:2,0 -8.691399513531783
0-1110010-1:1,2 -7.378560000000001
0011-1001-1:1,2 2.511206328696229
-101000100:1,0 -6.4130679314784125
-101000100:1,2 -8.898376247041824
-101000100:1,1 0.2730910798704793
-11110-1-110:1,1 5.0
-11010-1010:2,0 -6.304675898220898
100100-11-1:1,2 6.281369987468069
11-1-101000:2,2 4.707000935566459
10-1110-100:2,2 -9.605020689587871
-11010-1010:2,2 -6.6779267448492945
100100-11-1:1,1 5.917818563774229
10-1110-100:2,1 -9.677031159053955
11-1-101000:2,1 4.741251318286346
-110-1-11011:2,0 9.999999999999996
11-1-101000:2,0 1.5734593292481416
00-10111-10:2,2 -3.2007658617350834
0110-10-101:1,2 -9.544344816902045
-1101101-1-1:1,2 -9.999999999999996
0110-10-101:1,0 -9.808715124097176
01-10-11010:0,0 9.500000000000004
11-1110-1-10:2,2 10.000000000000002
110-1-10-111:1,2 9.999999996029736
-10110-1010:0,1 0.39466583770495517
0-11-101010:0,0 -1.9454429533191993
101-110-11-1:1,2 -9.998936284656981
000100000:0,0 4.346037081760056
000100000:0,1 0.6476308168550838
0-111000-11:0,0 -0.4730514823068641
1-10-101010:2,2 4.748232673178538
000100000:0,2 0.371137972156949
1-10-101010:2,0 1.1491198749416536
0100-11-110:1,0 9.499999999999854
0-11000001:0,0 -9.43753091683021
01010-1-110:0,2 -2.7088249200656773
-1100-11-111:0,2 9.999999999974333
-11010-111-1:1,1 10.0
0-110-10110:0,0 -9.576869693862745
1-10010-110:1,2 -9.970300814836829
1-10010-110:1,0 -9.711379877231254
-10100-1011:0,1 -2.857356256690755
-100010001:0,1 0.7867018713955064
00101-1000:1,0 -8.651850416490939
-100010001:0,2 4.540541135208818
-10-10111-11:0,1 9.999999999999998
01010-1-110:0,0 -0.480060067380539
0100-10010:0,0 9.02860016083876
00-1101000:1,1 9.046389058640642
110-11-1000:2,2 -5.737752605934775
110-11-1000:2,1 -4.6384004267145205
-110101-1-11:1,1 -9.999970512034984
110-11-1000:2,0 -9.917869186756661
100-10-1011:2,0 5.272110912257845
0010011-1-1:1,0 -8.83433840784464
0010011-1-1:1,1 9.500000000000002
000011-100:1,0 4.645170981430676
0101-1-11-11:0,2 -10.0
0101-1-11-11:0,0 4.999999999999998
-11110-1-101:1,1 4.999929129974434
-10010011-1:1,1 10.0
10-100-1101:2,1 -9.50677300180612
-10010011-1:1,2 9.49999359102146
101000-11-1:0,1 4.749999920372475
001-1110-10:0,0 -9.77330476478924
110001-10-1:1,1 2.415569639087089
110001-10-1:1,0 -3.034244574520094
10101-100-1:0,1 -9.038873180616264
001-1110-10:0,1 -9.199932042129657
-1100-11100:0,2 5.709479228833915
1-1-1101000:2,0 -5.46820705085582
1-1-1101000:2,1 -9.113373038442496
-111001-11-1:1,1 9.999998535943359
1-1-1101000:2,2 -8.73264665880705
01-10-11001:0,0 5.303242720774732
010001-11-1:1,0 -5.603444022263945
010001-11-1:1,1 9.5
000010-110:0,2 -9.960889547309412
0-1-11-11110:0,0 10.0
000010-110:0,0 -9.68667882523989
000010-110:0,1 4.512560642504156
0-100-11011:0,2 -9.64532347349869
0-100-11011:0,0 -9.608781630498639
00011-1-101:2,1 -9.690300660880952
-1-101-11101:2,1 9.999999999999996
-111001-11-1:1,0 9.999999999999998
01100-101-1:0,0 -5.684995056834273
1-111000-10:2,2 -1.631259571627117
-100010100:2,1 -9.407863410658994
011-111-1-10:2,2 9.998486339651004
1-111000-10:2,0 9.11970489519752
-100010100:2,2 -9.608604681089705
10-1011-100:0,1 -9.434327320707485
-10111-1-101:2,1 4.999999999999997
-1001011-10:0,2 -1.3749866254404186
-1001011-10:0,1 1.8002085728879764
101-1001-10:0,1 -8.478049105936856
10-1000010:2,0 3.807013060786676
001-1100-11:0,1 -9.941113549530636
1-10-110100:0,2 -9.3992173352062
000-111000:2,2 4.85007631789237
00011-110-1:2,1 -8.296097148425485
01001-11-10:1,0 -6.374919976248534
000-111000:2,0 4.973703881102446
001-1100-11:0,0 -9.18118796374617
000-111000:2,1 1.793021804631406
1-110010-10:2,2 9.423369527572847
1-110010-10:2,0 -3.7582294616962675
10-101010-1:1,2 10.0
10-101010-1:1,0 5.249066539797319
1-100-11010:1,0 0.08320176905050045
000-100101:2,1 0.2120044965069623
1100000-10:2,0 -3.597482989786376
1100000-10:2,2 -7.101105346106237
0-11-100110:0,0 -8.080810740957197
01010-1-101:2,1 1.4821054510221574
11-10-10100:2,2 -9.36824769676087
11-10-10100:2,1 -9.727240619985459
-11-1001001:2,1 4.7499678115118105
100011-10-1:1,0 5.361727475188624
-11-1001001:2,0 9.5
-1000011-11:1,0 -6.453912648412356
010-100010:0,0 1.4811228868080872
-1000011-11:1,1 -3.2040693105872737
010-100010:0,2 -2.398927749195355
110-101-1-11:0,2 -9.846015027666978
1-1-101011-1:1,0 5.0
-110001-101:2,1 -2.021121530239429
1-1-101011-1:1,2 10.000000000000005
10-1000010:2,2 5.743801161408566
-10-1011-111:1,0 9.999999778750201
010-101000:2,0 3.98498087193096
010-101000:2,1 1.5785659819246964
010-101000:2,2 4.560667766639651
-1011-10010:2,0 5.03733587007765
10-1010-110:2,2 -8.702388066380491
0011-111-1-1:0,1 9.999999999999998
0011-111-1-1:0,0 9.99999999993321
1101-100-10:1,2 -9.682277653978542
-1011-10010:2,2 10.000000000000002
0100-10001:0,2 4.528715215181302
0100-10001:0,0 4.528586806588624
000010-101:0,2 -9.746185281801305
100-11-111-1:0,2 9.999999999999998
-100-101101:0,2 -3.265769555244903
1-11-111-100:2,2 5.0
0-110-1111-1:1,0 5.000000000000002
-100-101101:0,1 -5.033871956386488
1-11-111-100:2,1 -9.993360852279563
10-11-11000:2,2 -4.088707765144298
